,Source,Target
152044,310,2103
152045,310,495
152046,310,5839
152047,310,5498
152048,310,5201
152049,310,3789
152050,310,7555
152051,310,5578
152052,310,4972
152053,310,3610
152054,310,7755
152055,310,8970
152056,310,663
152057,310,1825
152058,310,8327
152059,310,6868
152060,310,515
152061,310,4673
152062,310,7498
152063,310,2662
152064,310,822
152065,310,6340
152066,310,7631
152067,310,8887
152068,310,6411
152069,310,7795
152070,310,6141
152071,310,5526
152072,310,7182
152073,310,877
152074,310,5317
152075,310,2272
152076,310,4239
152077,310,7237
152078,310,2395
152079,310,5104
152080,310,4747
152081,310,8305
152082,310,5219
152083,310,5725
152084,310,9563
152085,310,1748
152086,310,653
152087,310,5684
152088,310,8157
152089,310,14
152090,310,6437
152091,310,106
152092,310,1395
152093,310,6127
152094,310,7450
152095,310,5134
152096,310,8429
152097,310,9125
152098,310,310
152099,310,7901
152100,310,144
152101,310,7266
152102,310,9230
152103,310,7909
152104,310,405
152105,310,4760
152106,310,4977
152107,310,2989
152108,310,6615
152109,310,1450
152110,310,7706
152111,310,5416
152112,310,5323
152113,310,393
152114,310,6162
152115,310,5874
152116,310,4203
152117,310,6999
152118,310,9571
152119,4586,5512
152120,4586,740
152121,4586,2301
152122,5512,4586
152123,5512,1222
152124,927,5147
152125,927,5512
152126,4755,1775
152127,4755,5512
152128,4755,7315
152129,4755,3194
152130,7315,4755
152131,7315,1775
152132,7315,5512
152133,7315,3194
152134,927,5512
152135,927,5147
152136,4586,1222
152137,4586,5512
152138,4755,7315
152139,4755,1775
152140,4755,5512
152141,4755,3194
152142,2286,5863
152143,2286,5512
152144,2286,3194
152145,2286,4193
152146,2286,740
152147,2286,6673
152148,2286,8421
152149,2286,2301
152150,2286,246
152151,2286,5790
152152,2286,3208
152153,2286,9208
152154,2286,7315
152155,2286,1080
152156,2286,3456
152157,2286,5147
152158,2286,5792
152159,2286,6347
152160,2286,8045
152161,2286,6290
152163,2286,8483
152164,2286,2439
152165,2286,4381
152166,2286,2286
152167,2286,3582
152168,2286,2050
152169,2286,284
152170,7028,9118
152171,7028,5512
152172,2050,5512
152173,2050,3456
152174,2050,3194
152175,2050,1027
152176,2050,5792
152177,2050,36
152178,2050,1080
152179,2050,246
152180,2050,5790
152181,2050,2301
152182,2050,4381
152183,2050,2209
152184,2050,740
152185,2050,6290
152186,2050,4193
152187,2050,8421
152188,2050,8045
152189,2050,9208
152190,2050,3208
152191,2050,2286
152192,2050,5147
152193,2050,6347
152194,2050,8483
152195,2050,1039
152196,8426,6686
152197,8426,8080
152198,8426,4267
152199,5557,7794
152200,5557,5512
152201,5147,5512
152202,5147,3456
152203,8516,5512
152204,8516,2500
152205,8516,3194
152206,8516,9141
152207,8516,239
152208,8516,316
152209,5070,5512
152210,5070,5863
152211,5070,1125
152212,5070,2631
152213,5070,7715
152214,5070,740
152215,5070,3721
152216,5070,2301
152217,5070,4599
152218,5070,736
152219,5070,7747
152220,9141,8516
152221,9141,5512
152222,9141,2500
152223,9141,3194
152224,9141,239
152225,9141,316
152226,4755,7315
152227,4755,1775
152228,4755,5512
152229,4755,3194
152230,8516,9141
152231,8516,5512
152232,8516,2500
152233,8516,3194
152234,8516,239
152235,8516,316
152236,1222,5863
152237,1222,5512
152238,1222,3456
152239,6649,6455
152240,6649,5512
152241,6649,8249
152242,6649,3523
152243,6649,2154
152244,6649,1915
152245,6649,7380
152246,5147,5512
152247,5147,3194
152248,8109,5512
152249,8109,3456
152250,3141,1128
152251,3141,4226
152252,3141,7135
152253,278,278
152254,278,1988
152256,278,2896
152257,3194,5512
152258,3194,9208
152259,3194,8045
152260,3194,7314
152261,3194,4755
152262,3194,260
152263,3194,4364
152264,3194,3208
152265,3194,5790
152266,3194,6898
152267,3194,2488
152268,3194,257
152269,3194,4574
152270,3194,8286
152271,3194,8483
152272,3194,2439
152273,3194,6899
152274,3194,5819
152275,4755,5790
152276,4755,5512
152277,4755,9208
152278,4755,3208
152279,4755,4364
152280,4755,7504
152281,4755,3194
152282,4755,7314
152283,4755,8569
152284,4755,6898
152285,4755,2610
152286,278,278
152287,278,1988
152289,278,2896
152290,1222,5512
152291,1222,3052
152292,1222,6347
152293,3052,1222
152294,3052,5512
152295,3052,6347
152296,3052,6926
152297,3052,7121
152298,3052,6482
152299,6926,3052
152300,6926,1222
152301,6926,5512
152302,6926,6347
152303,6926,7121
152304,6926,6482
152305,7028,9118
152306,7028,5512
152307,278,278
152308,278,1988
152310,278,2896
152311,8641,3829
152312,8641,4595
152313,8641,5512
152314,8641,9234
152315,5512,7028
152316,5512,9118
152317,8174,2698
152318,8174,4427
152319,8174,615
152320,8174,2305
152321,8174,8882
152322,8174,9533
152323,8174,5512
152324,8174,6138
152325,5792,9241
152326,5792,2301
152327,5792,8483
152328,5792,2439
152329,5792,246
152330,5792,1080
152331,5792,2488
152332,5792,7791
152333,5792,6290
152334,5792,5160
152335,5792,7315
152336,5792,4193
152337,5792,740
152338,5792,3208
152339,5792,5790
152340,5792,5863
152341,5792,5512
152342,5792,1235
152343,5792,8421
152344,5792,9208
152345,5792,6221
152346,5792,6441
152347,5792,1222
152348,5792,3456
152349,5792,1027
152350,5792,4755
152351,5792,3194
152352,5792,5147
152353,5792,4381
152354,5792,8045
152355,5792,1978
152356,5792,5070
152357,5792,4364
152358,5792,8286
152359,5792,8449
152360,5792,2496
152361,5792,6402
152362,5792,6347
152363,5792,707
152364,2305,8174
152365,2305,2698
152366,2305,4427
152367,2305,615
152368,2305,8882
152369,2305,669
152370,2305,5512
152372,2305,6138
152373,4044,5512
152374,4044,5490
152375,1222,3345
152376,1222,1988
152377,1222,3456
152378,1222,5512
152379,1222,8421
152380,1222,5147
152381,1222,4298
152382,5160,5979
152383,5160,3194
152384,5160,5147
152385,5160,6221
152386,5160,9241
152387,5160,2506
152388,5160,5512
152389,278,278
152390,278,1988
152392,278,2896
152393,1080,3194
152394,1080,5512
152395,1080,740
152396,1080,4193
152397,1080,7315
152398,1080,4455
152399,1080,5790
152400,1080,4364
152401,1080,2488
152402,1080,257
152403,1080,3208
152404,1080,8421
152405,1080,6416
152406,1080,2433
152407,539,1080
152408,539,3194
152409,539,5512
152410,539,740
152411,539,4193
152412,539,36
152413,539,9208
152414,539,5790
152415,539,4364
152416,539,3208
152417,539,8421
152418,539,6416
152419,539,2433
152420,5792,2301
152421,5792,246
152422,5792,740
152423,5792,3208
152424,5792,5790
152425,5792,4740
152426,5792,9208
152427,5792,3194
152428,5792,5147
152429,5792,2488
152430,5792,257
152431,5792,7315
152432,5792,5512
152433,5792,4364
152434,5792,5385
152435,2698,2305
152436,2698,8174
152437,2698,4427
152438,2698,615
152439,2698,8882
152440,2698,669
152441,2698,5512
152443,2698,6138
152444,2506,5160
152445,2506,5979
152446,2506,3194
152447,2506,5147
152448,2506,6221
152449,2506,9241
152450,2506,5512
152451,5147,1690
152452,5147,5512
152453,2698,2305
152454,2698,8174
152455,2698,4427
152456,2698,615
152457,2698,8882
152458,2698,669
152459,2698,5512
152461,2698,6138
152462,5124,5512
152463,5124,9241
152464,5124,7304
152465,5124,1333
152466,5124,206
152467,5147,5512
152468,5147,3606
152469,5147,817
152470,5147,337
152471,5147,8370
152472,5147,3456
152473,3194,7314
152474,3194,5147
152475,3194,29
152476,3194,3582
152477,3194,1080
152478,3194,5521
152479,3194,4381
152480,3194,1734
152481,3194,4193
152482,3194,5512
152483,3194,6221
152484,3194,740
152485,3194,2286
152486,3194,7315
152487,3194,8569
152488,3194,4755
152489,3194,3194
152490,3194,4193
152491,3194,4381
152492,3194,3582
152493,3194,2286
152494,3194,7315
152495,3194,1080
152497,3194,5160
152498,3194,8569
152499,3194,4755
152500,3194,29
152501,3194,5512
152502,3194,5147
152503,3194,7314
152504,3194,6221
152505,3194,1734
152506,3194,6718
152507,3456,5512
152508,3456,5147
152509,8856,740
152510,8856,5512
152511,8856,3113
152512,2546,5124
152513,2546,5512
152514,2546,9241
152515,2546,1333
152516,2546,206
152517,5512,2546
152518,5512,5124
152519,5512,9241
152520,5512,1333
152521,5512,206
152522,5512,1978
152523,5512,2595
152524,3456,5512
152525,3456,5147
152526,7028,9118
152527,7028,5512
152528,1080,3672
152529,1080,6416
152530,1080,6444
152531,1080,1734
152532,1080,2433
152533,5792,246
152534,5792,2301
152535,5792,7202
152536,5792,7996
152537,5792,5863
152538,5792,3312
152539,5792,740
152540,5792,8421
152541,5792,5147
152542,5792,7315
152543,5792,6444
152544,5792,5790
152545,5792,3208
152546,5792,9208
152547,5792,4364
152548,5792,3483
152549,5792,7314
152550,5792,7898
152551,5792,6221
152552,5792,1978
152553,5792,4755
152554,5792,4193
152555,5792,5160
152556,5792,3194
152557,5792,6416
152558,5792,3456
152559,5792,8449
152560,5792,6402
152561,5792,4381
152562,5792,6347
152563,5792,8483
152564,5792,2439
152566,5792,8045
152567,5792,6290
152568,5792,1007
152569,7315,3194
152570,7315,8286
152571,7315,7996
152572,7315,8045
152573,7315,1978
152574,7315,6444
152575,7315,7314
152577,7315,9208
152578,7315,2301
152579,7315,5512
152580,7315,8421
152581,7315,246
152582,7315,5160
152583,7315,3208
152584,7315,8483
152585,7315,2439
152586,7315,5863
152587,7315,7898
152588,7315,5790
152589,7315,4755
152590,7315,740
152591,7315,3483
152592,7315,7202
152593,7315,5147
152594,7315,4193
152595,7315,4364
152596,7315,6416
152597,7315,6290
152598,7315,4381
152599,7315,9186
152600,6444,8421
152601,6444,7315
152602,6444,3194
152603,6444,8286
152604,6444,7996
152605,6444,8045
152606,6444,1978
152608,6444,7314
152609,6444,9208
152610,6444,2301
152611,6444,5512
152612,6444,246
152613,6444,5160
152614,6444,3208
152615,6444,8483
152616,6444,2439
152617,6444,5863
152618,6444,7898
152619,6444,5790
152620,6444,4755
152621,6444,740
152622,6444,3483
152623,6444,7202
152624,6444,5147
152625,6444,4193
152626,6444,4364
152627,6444,6416
152628,6444,6290
152629,6444,4381
152630,6444,9186
152631,6416,6444
152632,6416,8421
152633,6416,7315
152634,6416,3194
152635,6416,8286
152636,6416,7996
152637,6416,8045
152639,6416,1978
152640,6416,7314
152641,6416,9208
152642,6416,2301
152643,6416,5512
152644,6416,246
152645,6416,5160
152646,6416,3208
152647,6416,8483
152648,6416,2439
152649,6416,5863
152650,6416,7898
152651,6416,5790
152652,6416,4755
152653,6416,740
152654,6416,3483
152655,6416,7202
152656,6416,5147
152657,6416,4193
152658,6416,4364
152659,6416,6290
152660,6416,4381
152661,6416,9186
152662,7315,6444
152663,7315,8421
152664,7315,3194
152665,7315,8286
152666,7315,7996
152667,7315,8045
152668,7315,1978
152670,7315,7314
152671,7315,9208
152672,7315,2301
152673,7315,5512
152674,7315,246
152675,7315,5160
152676,7315,3208
152677,7315,8483
152678,7315,2439
152679,7315,5863
152680,7315,7898
152681,7315,5790
152682,7315,4755
152683,7315,740
152684,7315,3483
152685,7315,7202
152686,7315,5147
152687,7315,4193
152688,7315,4364
152689,7315,6416
152690,7315,6290
152691,7315,4381
152692,7315,9186
152693,2286,5863
152694,2286,5512
152695,2286,3194
152696,2286,4193
152697,2286,740
152698,2286,6673
152699,2286,8421
152700,2286,2301
152701,2286,246
152702,2286,5790
152703,2286,3208
152704,2286,9208
152705,2286,7315
152706,2286,1080
152707,2286,3456
152708,2286,5147
152709,2286,5792
152710,2286,6347
152711,2286,8045
152712,2286,6290
152714,2286,8483
152715,2286,2439
152716,2286,4381
152717,2286,3582
152718,2286,2050
152719,2286,284
152720,8421,2286
152721,8421,5863
152722,8421,5512
152723,8421,3194
152724,8421,4193
152725,8421,740
152726,8421,1027
152728,8421,2301
152729,8421,246
152730,8421,5790
152731,8421,3208
152732,8421,9208
152733,8421,7315
152734,8421,1080
152735,8421,3456
152736,8421,5147
152737,8421,5792
152738,8421,6347
152739,8421,8045
152740,8421,6290
152741,8421,8483
152742,8421,2439
152743,8421,4381
152744,8421,3582
152745,8421,2050
152746,8421,284
152747,2050,5512
152748,2050,2301
152749,2050,6290
152750,2050,4298
152751,2050,3456
152752,2050,3696
152753,2050,8045
152754,2050,7315
152755,2050,6347
152756,2050,5790
152757,2050,1027
152758,2050,740
152759,2050,5147
152760,2050,246
152761,2050,4193
152762,2050,2286
152763,2050,3208
152764,2050,8483
152765,2050,2439
152766,2050,5792
152767,2050,4381
152768,2050,8421
152769,2050,3194
152770,2050,9208
152771,2050,5267
152772,9118,7028
152773,9118,5512
152774,967,3208
152775,967,7315
152776,967,8286
152777,967,4381
152778,967,5520
152779,967,5790
152780,967,9208
152781,967,4364
152782,967,5512
152784,967,740
152785,967,3194
152786,967,246
152787,967,1734
152788,967,1690
152789,967,4193
152790,967,6347
152791,967,8045
152792,967,8483
152793,967,2439
152794,967,6290
152795,967,5792
152796,967,3456
152797,967,9107
152798,1690,967
152799,1690,3208
152800,1690,7315
152801,1690,8286
152802,1690,4381
152803,1690,5520
152804,1690,5790
152806,1690,9208
152807,1690,4364
152808,1690,5512
152809,1690,740
152810,1690,3194
152811,1690,246
152812,1690,1734
152813,1690,4193
152814,1690,6347
152815,1690,8045
152816,1690,8483
152817,1690,2439
152818,1690,6290
152819,1690,5792
152820,1690,3456
152821,1690,9107
152822,6993,477
152823,6993,5512
152824,6993,6454
152825,6993,929
152826,6993,2062
152827,6993,5671
152828,6993,1598
152830,6993,7913
152831,6993,1213
152832,6993,4885
152833,5792,5512
152834,5792,5863
152835,5792,5790
152836,5792,740
152837,5792,2301
152838,5792,4740
152839,5792,9208
152840,5792,3208
152841,5792,246
152842,5792,6444
152843,5792,3456
152844,5792,8045
152845,5792,5147
152846,5792,8449
152847,5792,8483
152848,5792,2439
152849,5792,6290
152850,5792,5512
152851,5792,8421
152852,5792,3194
152853,5792,246
152854,5792,740
152855,5792,5974
152856,5792,2301
152857,5792,5863
152858,5792,9208
152859,5792,3208
152860,5792,9725
152861,5147,5512
152862,5147,5534
152863,2433,1080
152864,2433,3194
152865,2433,5512
152866,2433,740
152867,2433,4193
152868,2433,7315
152869,2433,9208
152871,2433,5790
152872,2433,4364
152873,2433,2488
152874,2433,257
152875,2433,3208
152876,2433,8421
152877,2433,2273
152878,5863,3194
152879,5863,3582
152880,5863,2301
152881,5863,246
152882,5863,7314
152883,5863,5160
152884,5863,7315
152886,5863,4193
152887,5863,740
152888,5863,3208
152889,5863,5790
152890,5863,4364
152891,5863,5512
152892,5863,8421
152893,5863,6444
152894,5863,9208
152895,5863,6416
152896,5863,3483
152897,5863,7996
152898,5863,7202
152899,5863,4755
152900,5863,5147
152901,5863,7898
152902,5863,7255
152903,5863,1978
152904,5863,9186
152905,3194,5863
152906,3194,3582
152907,3194,2301
152908,3194,246
152909,3194,7314
152910,3194,5160
152911,3194,7315
152913,3194,4193
152914,3194,740
152915,3194,3208
152916,3194,5790
152917,3194,4364
152918,3194,5512
152919,3194,8421
152920,3194,6444
152921,3194,9208
152922,3194,6416
152923,3194,3483
152924,3194,7996
152925,3194,7202
152926,3194,4755
152927,3194,5147
152928,3194,7898
152929,3194,7255
152930,3194,1978
152931,3194,9186
152932,5671,477
152933,5671,5512
152934,5671,6454
152935,5671,929
152936,5671,6993
152937,5671,2062
152938,5671,1598
152940,5671,7913
152941,5671,1213
152942,5671,4885
152943,3456,5512
152944,3456,5147
152945,5147,3456
152946,5147,5512
152947,477,5671
152948,477,5512
152949,477,6454
152950,477,929
152951,477,6993
152952,477,2062
152953,477,1598
152955,477,7913
152956,477,1213
152957,477,4885
152958,5512,5147
152959,5512,3456
152960,1690,7315
152961,1690,8286
152962,1690,4381
152963,1690,967
152964,1690,5520
152965,1690,5790
152966,1690,9208
152968,1690,3208
152969,1690,4364
152970,1690,5512
152971,1690,740
152972,1690,3194
152973,1690,246
152974,1690,1734
152975,1690,4193
152976,1690,6347
152977,1690,8045
152978,1690,8483
152979,1690,2439
152980,1690,6290
152981,1690,5792
152982,1690,3456
152983,1690,9107
152984,5147,5512
152985,5147,3456
152986,5147,278
152987,7314,2488
152988,7314,257
152989,7314,6898
152990,7314,740
152991,7314,3208
152992,7314,5790
152993,7314,7658
152994,7314,5512
152995,7314,9208
152996,7314,8569
152997,7314,4755
152998,7314,6899
152999,7314,4018
153000,5790,9208
153001,5790,7314
153002,5790,2488
153003,5790,257
153004,5790,6898
153005,5790,740
153006,5790,3208
153007,5790,4364
153009,5790,5512
153010,5790,8569
153011,5790,4755
153012,5790,6899
153013,5790,4018
153014,5792,3194
153015,5792,7996
153016,5792,6444
153017,5792,246
153018,5792,8421
153019,5792,905
153020,5792,4193
153021,5792,2301
153022,5792,1978
153023,5792,5512
153024,5792,7314
153025,5792,7315
153026,5792,7202
153027,5792,5790
153028,5792,3208
153029,5792,9208
153030,5792,2488
153031,5792,257
153032,5792,4364
153033,5792,5863
153034,5792,7898
153035,5792,7255
153036,5792,5160
153037,5792,3483
153038,5792,5147
153039,5792,3582
153040,5792,6221
153041,5792,6416
153042,5792,107
153043,5147,5512
153044,5147,278
153045,5147,3456
153046,7314,9208
153047,7314,2488
153048,7314,257
153049,7314,6898
153050,7314,740
153051,7314,3208
153052,7314,5790
153053,7314,4364
153055,7314,5512
153056,7314,8569
153057,7314,4755
153058,7314,6899
153059,7314,4018
153060,3456,5512
153061,3456,5147
153062,4606,7081
153063,4606,8699
153064,6444,3194
153065,6444,5863
153066,6444,2301
153067,6444,246
153068,6444,740
153069,6444,3208
153070,6444,5790
153072,6444,4364
153073,6444,5512
153074,6444,8421
153075,6444,9208
153076,6444,6416
153077,6444,220
153078,2286,5863
153079,2286,5512
153080,2286,3194
153081,2286,4193
153082,2286,740
153083,2286,6673
153084,2286,8421
153085,2286,2301
153086,2286,246
153087,2286,5790
153088,2286,3208
153089,2286,9208
153090,2286,7315
153091,2286,1080
153092,2286,3456
153093,2286,5147
153094,2286,5792
153095,2286,6347
153096,2286,8045
153097,2286,6290
153099,2286,8483
153100,2286,2439
153101,2286,4381
153102,2286,2286
153103,2286,3582
153104,2286,2050
153105,2286,284
153106,4381,1690
153107,4381,740
153108,4381,5520
153109,4381,246
153110,4381,6290
153111,4381,4298
153112,4381,5790
153114,4381,5792
153115,4381,6347
153116,4381,967
153117,4381,4193
153118,4381,3456
153119,4381,1734
153120,4381,7315
153121,4381,8045
153122,4381,4364
153123,4381,3194
153124,4381,5512
153125,4381,8483
153126,4381,2439
153127,4381,3208
153128,4381,9208
153129,4381,1007
153130,3194,5512
153131,3194,3456
153132,3194,1734
153133,3194,967
153134,3194,4298
153135,3194,4001
153136,3194,6290
153137,3194,4364
153138,3194,8483
153139,3194,2439
153140,3194,5792
153141,3194,5790
153142,3194,7315
153143,3194,8286
153144,3194,1690
153145,3194,9208
153146,3194,8045
153147,3194,4193
153148,3194,6347
153149,3194,4381
153150,3194,246
153151,3194,3208
153152,3194,6718
153153,2050,5512
153154,2050,740
153155,2050,8045
153156,2050,3456
153157,2050,6290
153158,2050,4505
153159,2050,7315
153160,2050,9208
153161,2050,1080
153162,2050,5792
153163,2050,4298
153164,2050,8483
153165,2050,2439
153166,2050,2301
153167,2050,246
153168,2050,4381
153169,2050,4193
153170,2050,2209
153171,2050,1027
153172,2050,5790
153173,2050,3208
153174,2050,2286
153175,2050,3194
153176,2050,6347
153177,2050,9735
153178,7028,9118
153179,7028,5512
153180,1080,2433
153181,1080,3194
153182,1080,5512
153183,1080,740
153184,1080,4193
153185,1080,36
153186,1080,9208
153187,1080,5790
153188,1080,4364
153189,1080,2488
153190,1080,257
153191,1080,3208
153192,1080,8421
153193,1080,2273
153194,5147,7315
153195,5147,4193
153196,5147,740
153197,5147,8421
153198,5147,5512
153199,8421,4193
153200,8421,5147
153201,8421,7315
153202,8421,740
153203,8421,5512
153204,5512,1080
153205,5512,2433
153206,5512,3194
153207,5512,740
153208,5512,4193
153209,5512,7315
153210,5512,9208
153212,5512,5790
153213,5512,4364
153214,5512,2488
153215,5512,257
153216,5512,3208
153217,5512,8421
153218,5512,2273
153219,8508,337
153220,8508,5512
153221,1080,5512
153222,1080,2433
153223,1080,3194
153224,1080,740
153225,1080,4193
153226,1080,7315
153227,1080,9208
153229,1080,5790
153230,1080,4364
153231,1080,2488
153232,1080,257
153233,1080,3208
153234,1080,8421
153235,1080,2273
153236,5792,246
153237,5792,3208
153238,5792,8483
153239,5792,2439
153240,5792,1222
153241,5792,1080
153242,5792,3432
153243,5792,9208
153244,5792,1027
153245,5792,1235
153246,5792,3456
153247,5792,1978
153248,5792,5790
153249,5792,4193
153250,5792,5070
153251,5792,2301
153252,5792,4364
153253,5792,5512
153254,5792,740
153255,5792,8421
153256,5792,7315
153257,5792,4755
153258,5792,5147
153259,5792,5160
153260,5792,9241
153261,5792,2488
153262,5792,257
153263,5792,8286
153264,5792,5863
153265,5792,8045
153266,5792,6221
153267,5792,3194
153268,5792,6441
153269,5792,6290
153270,5792,5792
153271,5792,2488
153272,5792,257
153273,5792,4381
153274,5792,4364
153275,5792,7315
153276,5792,1080
153277,5792,5070
153279,5792,1222
153280,5792,246
153281,5792,1027
153282,5792,3208
153283,5792,6221
153284,5792,8286
153285,5792,6290
153286,5792,8045
153287,5792,4193
153288,5792,6441
153289,5792,5863
153290,5792,9208
153291,5792,8483
153292,5792,2439
153293,5792,5790
153294,5792,5160
153295,5792,2301
153296,5792,4755
153297,5792,3456
153298,5792,5512
153299,5792,5147
153300,5792,3194
153301,5792,9241
153302,5792,8421
153303,5792,1978
153304,5792,1235
153305,5792,6718
153306,5792,7314
153307,5792,7255
153308,5792,246
153309,5792,1988
153310,5792,1222
153311,5792,3432
153312,5792,1235
153313,5792,1978
153314,5792,1430
153315,5792,2230
153316,5792,4193
153317,5792,5070
153318,5792,4989
153319,5792,2301
153320,5792,5512
153321,5792,740
153322,5792,2286
153323,5792,6150
153324,5792,8421
153325,5792,7315
153326,5792,8569
153327,5792,4755
153328,5792,5147
153329,5792,3582
153330,5792,1690
153331,5792,5160
153332,5792,8598
153333,5792,9241
153334,5792,5649
153335,5792,4223
153336,5792,8514
153337,5792,6221
153338,5792,3194
153339,5792,6441
153340,5792,941
153341,5792,5792
153342,5792,4381
153343,5792,1690
153344,5792,2286
153345,5792,5649
153346,5792,8598
153347,5792,7315
153349,5792,5070
153350,5792,941
153351,5792,1222
153352,5792,6150
153353,5792,4772
153354,5792,246
153355,5792,1430
153356,5792,7314
153357,5792,1988
153358,5792,6221
153359,5792,4193
153360,5792,6441
153361,5792,3582
153362,5792,4989
153363,5792,5160
153364,5792,8569
153365,5792,2301
153366,5792,4755
153367,5792,8514
153368,5792,5512
153369,5792,5147
153370,5792,3194
153371,5792,9241
153372,5792,8421
153373,5792,1978
153374,5792,1235
153375,5792,4223
153376,5792,740
153377,5792,8155
153378,740,8421
153379,740,4193
153380,740,5147
153381,740,7315
153382,740,5512
153383,4254,8102
153384,4254,5315
153385,1598,477
153386,1598,5512
153387,1598,6454
153388,1598,929
153389,1598,6993
153390,1598,2062
153391,1598,5671
153393,1598,7913
153394,1598,1213
153395,1598,4885
153396,2286,4193
153397,2286,7315
153398,2286,967
153399,2286,5520
153400,2286,6926
153401,2286,5100
153402,2286,5863
153403,2286,5512
153404,2286,2286
153405,2286,2050
153406,2286,4381
153407,2286,6347
153408,2286,5737
153409,2286,5147
153411,2286,368
153412,6649,6455
153413,6649,5512
153414,6649,8249
153415,6649,3523
153416,6649,2154
153417,6649,1915
153418,6649,7380
153419,477,6993
153420,477,1598
153421,477,5512
153422,477,6454
153423,477,929
153424,477,2062
153425,477,5671
153426,477,7913
153428,477,1213
153429,477,4885
153430,5024,7081
153431,5024,3833
153432,477,5671
153433,477,1598
153434,477,3069
153435,477,2062
153436,477,5512
153437,477,6454
153438,4254,8102
153439,4254,5315
153440,1988,1222
153441,1988,5512
153442,2050,5512
153443,2050,3456
153444,2050,4193
153445,2050,5737
153446,2050,6926
153447,2050,2260
153448,2050,6347
153449,2050,5520
153450,2050,7315
153451,2050,4381
153452,2050,7526
153453,2050,967
153454,2050,2209
153455,2050,6048
153456,3456,5512
153457,3456,5147
153458,4755,7315
153459,4755,5512
153460,4755,3194
153461,7515,5697
153462,7515,9680
153463,4480,7315
153464,4480,5863
153465,4480,2209
153466,4480,3194
153467,4480,2301
153468,4480,246
153469,4480,4193
153471,4480,740
153472,4480,3208
153473,4480,5790
153474,4480,4364
153475,4480,5512
153476,4480,8421
153477,4480,6444
153478,4480,9208
153479,4480,6416
153480,4480,3483
153481,4480,6048
153482,5979,3194
153483,5979,5512
153484,5979,5147
153485,5979,5160
153486,5979,6221
153487,5979,2067
153488,5979,9241
153489,5979,1946
153490,5979,123
153491,967,2286
153492,967,4193
153493,967,7315
153494,967,5520
153495,967,6926
153496,967,155
153497,967,5863
153499,967,5512
153500,967,2050
153501,967,4381
153502,967,6347
153503,967,5737
153504,967,5147
153505,967,3456
153506,967,3582
153507,967,7060
153508,2286,4193
153509,2286,7315
153510,2286,967
153511,2286,5520
153512,2286,6926
153513,2286,5100
153514,2286,5863
153515,2286,5512
153516,2286,2286
153517,2286,2050
153518,2286,4381
153519,2286,6347
153520,2286,5737
153521,2286,5147
153523,2286,3456
153524,2286,3582
153525,2286,7060
153526,477,5671
153527,477,1598
153528,477,2062
153529,477,5512
153530,477,6454
153531,477,3069
153532,3456,5512
153533,3456,5147
153534,2050,5512
153535,2050,4193
153536,2050,7315
153537,2050,9208
153538,2050,6290
153539,2050,3029
153540,2050,5147
153541,2050,8045
153542,2050,246
153543,2050,3456
153544,2050,5790
153545,2050,8421
153546,2050,1080
153547,2050,2286
153548,2050,2209
153549,2050,4298
153550,2050,3208
153551,2050,1027
153552,2050,8483
153553,2050,2439
153554,2050,6347
153555,2050,5792
153556,2050,4381
153557,2050,3194
153558,2050,6718
153559,1222,5863
153560,1222,5512
153561,1222,3456
153562,1201,7081
153563,1201,8327
153564,7719,5512
153565,7719,7315
153566,2286,4193
153567,2286,7315
153568,2286,967
153569,2286,5520
153570,2286,6926
153571,2286,5100
153572,2286,5863
153573,2286,5512
153574,2286,2286
153575,2286,2050
153576,2286,4381
153577,2286,6347
153578,2286,5737
153579,2286,5147
153581,2286,3456
153582,2286,3582
153583,2286,7060
153584,5520,967
153585,5520,7315
153586,5520,2286
153587,5520,4193
153588,5520,6926
153589,5520,155
153590,5520,5863
153592,5520,5512
153593,5520,2050
153594,5520,4381
153595,5520,6347
153596,5520,5737
153597,5520,5147
153598,5520,3456
153599,5520,3582
153600,5520,7060
153601,1080,2281
153602,1080,3672
153603,1080,8329
153604,1080,7400
153605,1080,46
153606,1080,7549
153607,1080,8064
153608,1080,1624
153609,8064,1080
153610,8064,2281
153611,8064,3672
153612,8064,8329
153613,8064,7400
153614,8064,46
153615,8064,7549
153617,8064,9584
153618,7719,5512
153619,7719,7315
153620,7719,760
153621,7719,5671
153622,7719,9368
153623,7719,4236
153624,7719,5237
153625,7719,9430
153626,8082,5708
153627,8082,5512
153628,9368,5512
153629,9368,7315
153630,9368,760
153631,9368,5671
153632,9368,7532
153633,9368,6436
153634,9368,4512
153635,9368,6525
153636,5147,5512
153637,5147,1988
153638,5512,7315
153639,5512,740
153640,5160,1988
153641,5160,3582
153642,5160,9241
153643,5160,1430
153644,5160,4223
153645,5160,3029
153646,5160,1690
153647,5160,246
153648,5160,5649
153649,5160,7314
153650,5160,7315
153651,5160,4193
153652,5160,941
153653,5160,740
153654,5160,5512
153655,5160,1235
153656,5160,2230
153657,5160,8421
153658,5160,4989
153659,5160,2286
153660,5160,8514
153661,5160,8598
153662,5160,6221
153663,5160,6441
153664,5160,1222
153665,5160,8569
153666,5160,4755
153667,5160,3194
153668,5160,5147
153669,5160,4381
153670,5160,4772
153671,5160,1978
153672,5160,5070
153673,5160,214
153674,5792,5512
153675,5792,4193
153676,5792,8286
153677,5792,1027
153678,5792,8421
153679,5792,2663
