,Source,Target
39704,2738,5512
39705,2738,4012
39706,2738,4164
39707,2738,5422
39708,2738,1926
39709,2738,5930
39710,2738,9518
39711,2738,5512
39712,2738,2164
39713,2738,6792
39714,2738,353
39715,2738,9581
39716,2738,9519
39717,2738,288
39718,2738,5985
39719,2738,4538
39720,2738,7087
39721,2738,5018
39722,2738,6610
39724,2738,566
39725,2738,4983
39726,5988,2738
39727,5988,4164
39728,5988,5422
39729,5988,1926
39730,5988,5930
39731,5988,2201
39732,5988,4983
39733,4164,5988
39734,4164,2738
39735,4164,5422
39736,4164,1926
39737,4164,5930
39738,4164,2201
39739,4164,4983
39740,2738,4754
39741,2738,5512
39742,5761,5512
39743,5761,6559
39744,5761,1375
39745,5761,2738
39746,5761,359
39747,4458,4124
39748,4458,7341
39749,4458,2086
39750,4458,603
39751,4458,2613
39752,4458,2837
39753,4458,2660
39754,4458,9420
39755,4458,3955
39756,4458,5512
39757,4458,179
39758,4458,3261
39759,4458,8283
39760,4458,6054
39761,4458,9664
39762,4458,5639
39763,4458,7044
39764,4458,288
39765,4458,6232
39766,4458,2738
39767,4458,7087
39768,4458,5422
39769,4458,6501
39770,4458,2524
39771,4458,3377
39772,2738,5512
39773,2738,2524
39774,6117,2738
39775,6117,7092
39776,6117,6610
39777,6117,5512
39778,6117,566
39779,1934,5988
39780,1934,5512
39781,6232,5512
39782,6232,5988
39783,2738,6117
39784,2738,7092
39785,2738,6610
39786,2738,5512
39787,2738,566
39788,6598,3627
39789,6598,3522
39790,6598,6982
39791,6598,7750
39792,6598,5512
39793,6598,3955
39794,4458,4124
39795,4458,7341
39796,4458,2086
39797,4458,603
39798,4458,2613
39799,4458,2837
39800,4458,2660
39801,4458,9420
39802,4458,3955
39803,4458,5512
39804,4458,179
39805,4458,3261
39806,4458,8283
39807,4458,6054
39808,4458,9664
39809,4458,5639
39810,4458,7044
39811,4458,288
39812,4458,6232
39813,4458,2738
39814,4458,7087
39815,4458,5422
39816,4458,6501
39817,4458,2524
39818,4458,3377
39819,2738,4754
39820,2738,5512
39821,6486,9020
39822,6486,4892
39823,456,5988
39824,456,5512
39825,456,1934
39826,2738,5512
39827,2738,4012
39828,6916,5512
39829,6916,5988
39830,2738,5512
39831,2738,4458
39832,5988,2738
39833,5988,5512
39834,5988,4458
39835,4458,4124
39836,4458,7341
39837,4458,2086
39838,4458,603
39839,4458,2613
39840,4458,2837
39841,4458,2660
39842,4458,9420
39843,4458,3955
39844,4458,5512
39845,4458,179
39846,4458,3261
39847,4458,8283
39848,4458,6054
39849,4458,9664
39850,4458,5639
39851,4458,7044
39852,4458,288
39853,4458,6232
39854,4458,2738
39855,4458,7087
39856,4458,5422
39857,4458,6501
39858,4458,2524
39859,4458,3377
39860,1554,179
39861,1554,5512
39862,2738,5512
39863,2738,288
39864,2738,7341
39865,2738,4538
39866,359,179
39867,359,5512
39868,359,1554
39869,359,6559
39870,359,1375
39871,359,8738
39872,359,2939
39873,359,3555
39874,359,395
39875,6500,5988
39876,6500,5512
39877,1554,6559
39878,1554,5512
39879,1554,5408
39880,1554,4010
39881,1554,2738
39882,6559,1554
39883,6559,5408
39884,6559,5512
39885,6559,4010
39886,6559,1554
39887,6559,2738
39888,6559,5512
39889,1554,5512
39890,1554,2738
39891,4458,4124
39892,4458,7341
39893,4458,2086
39894,4458,603
39895,4458,2613
39896,4458,2837
39897,4458,2454
39898,4458,2660
39899,4458,9420
39900,4458,3955
39901,4458,5512
39902,4458,179
39903,4458,4458
39904,4458,3261
39905,4458,8283
39906,4458,6054
39907,4458,8268
39908,4458,9664
39909,4458,5639
39910,4458,7044
39911,4458,288
39912,4458,6232
39913,4458,2738
39914,4458,7087
39915,4458,5422
39916,4458,6501
39917,4458,2524
39918,4458,3377
39919,1554,179
39920,1554,5512
39921,4458,4124
39922,4458,7341
39923,4458,2086
39924,4458,603
39925,4458,2613
39926,4458,2837
39927,4458,2454
39928,4458,2660
39929,4458,9420
39930,4458,3955
39931,4458,5512
39932,4458,179
39933,4458,3261
39934,4458,8283
39935,4458,6054
39936,4458,8268
39937,4458,9664
39938,4458,5639
39939,4458,7044
39940,4458,288
39941,4458,6232
39942,4458,2738
39943,4458,7087
39944,4458,5422
39945,4458,6501
39946,4458,2524
39947,4458,3377
39948,5988,9664
39949,5988,5512
39950,2613,5512
39951,2613,288
39952,2613,7528
39953,5988,2613
39954,5988,5512
39955,5988,288
39956,5988,7528
39957,4458,4124
39958,4458,7341
39959,4458,2086
39960,4458,603
39961,4458,2613
39962,4458,2837
39963,4458,2454
39964,4458,2660
39965,4458,9420
39966,4458,3955
39967,4458,5512
39968,4458,179
39969,4458,3261
39970,4458,8283
39971,4458,6054
39972,4458,8268
39973,4458,9664
39974,4458,5639
39975,4458,7044
39976,4458,288
39977,4458,6232
39978,4458,2738
39979,4458,7087
39980,4458,5422
39981,4458,6501
39982,4458,2524
39983,4458,3377
39984,1554,6559
39985,1554,5512
39986,1554,8822
39987,1554,5988
39988,1554,5512
39989,1554,2738
39990,2100,9162
39991,2100,5512
39992,2033,5861
39993,2033,1296
39994,2033,5861
39995,2033,1254
39996,4458,4124
39997,4458,7341
39998,4458,2086
39999,4458,603
40000,4458,2613
40001,4458,2837
40002,4458,9701
40003,4458,2454
40004,4458,2660
40005,4458,9420
40006,4458,3955
40007,4458,5512
40008,4458,179
40009,4458,4458
40010,4458,3261
40011,4458,8283
40012,4458,6054
40013,4458,8268
40014,4458,9664
40015,4458,5639
40016,4458,7044
40017,4458,288
40018,4458,6232
40019,4458,2738
40020,4458,7087
40021,4458,5422
40022,4458,6501
40023,4458,2524
40024,4458,3377
40025,2402,5512
40026,2402,5988
40027,4458,4124
40028,4458,7341
40029,4458,2086
40030,4458,603
40031,4458,2613
40032,4458,2837
40033,4458,9701
40034,4458,2454
40035,4458,2660
40036,4458,9420
40037,4458,3955
40038,4458,5512
40039,4458,179
40040,4458,3261
40041,4458,8283
40042,4458,6054
40043,4458,8268
40044,4458,9664
40045,4458,5639
40046,4458,7044
40047,4458,288
40048,4458,6232
40049,4458,2738
40050,4458,7087
40051,4458,5422
40052,4458,6501
40053,4458,2524
40054,4458,3377
40055,8174,5512
40056,8174,2562
40057,8174,3368
40058,8174,2885
40059,1764,6723
40060,1764,5512
40061,1764,8749
40062,8749,1764
40063,8749,6723
40064,8749,5512
40065,1554,5512
40066,1554,179
40067,1554,2738
40068,1554,395
40069,2738,1554
40070,2738,395
40071,2738,5512
40072,4458,4124
40073,4458,7341
40074,4458,2086
40075,4458,603
40076,4458,2613
40077,4458,2837
40078,4458,9701
40079,4458,2454
40080,4458,2660
40081,4458,9420
40082,4458,3955
40083,4458,5512
40084,4458,179
40085,4458,3261
40086,4458,8283
40087,4458,6054
40088,4458,8268
40089,4458,9664
40090,4458,5639
40091,4458,7044
40092,4458,288
40093,4458,6232
40094,4458,2738
40095,4458,7087
40096,4458,5422
40097,4458,6501
40098,4458,2524
40099,4458,3377
40100,4458,4124
40101,4458,7341
40102,4458,2086
40103,4458,603
40104,4458,2613
40105,4458,2837
40106,4458,9701
40107,4458,2454
40108,4458,2660
40109,4458,9420
40110,4458,3955
40111,4458,5512
40112,4458,179
40113,4458,3261
40114,4458,8283
40115,4458,6054
40116,4458,8268
40117,4458,9664
40118,4458,5639
40119,4458,7044
40120,4458,288
40121,4458,6232
40122,4458,2738
40123,4458,7087
40124,4458,5422
40125,4458,6501
40126,4458,2524
40127,4458,3377
40128,1554,8822
40129,1554,359
40130,1554,6559
40131,1554,5512
40132,1554,179
40133,1554,8029
40134,1554,8695
40135,1554,5512
40136,1554,179
40137,1554,6559
40138,1554,6559
40139,1554,8695
40140,1554,1375
40141,1554,359
40142,1554,5408
40143,1554,3524
40144,1554,7636
40145,1554,5512
40146,1554,179
40147,413,3925
40148,413,8269
40149,4458,4124
40150,4458,7341
40151,4458,2086
40152,4458,603
40153,4458,2613
40154,4458,2837
40155,4458,9701
40156,4458,2454
40157,4458,2660
40158,4458,9420
40159,4458,3955
40160,4458,5512
40161,4458,179
40162,4458,3261
40163,4458,8283
40164,4458,6054
40165,4458,8268
40166,4458,9664
40167,4458,5639
40168,4458,7044
40169,4458,288
40170,4458,6232
40171,4458,2738
40172,4458,7087
40173,4458,5422
40174,4458,6501
40175,4458,2524
40176,4458,3377
40177,6232,288
40178,6232,2613
40179,6232,5930
40180,6232,5422
40181,6232,5512
40182,6232,5422
40183,6232,288
40184,6232,2613
40185,6232,5930
40186,6232,5512
40187,3955,5930
40188,3955,2738
40189,3955,2613
40190,3955,288
40191,3955,5422
40192,3955,3628
40193,3955,5512
40194,3955,3057
40195,4458,4124
40196,4458,7341
40197,4458,2086
40198,4458,603
40199,4458,2613
40200,4458,2837
40201,4458,9701
40202,4458,2454
40203,4458,2660
40204,4458,9420
40205,4458,3955
40206,4458,5512
40207,4458,179
40208,4458,4458
40209,4458,3261
40210,4458,8283
40211,4458,6054
40212,4458,8268
40213,4458,9664
40214,4458,5639
40215,4458,7044
40216,4458,288
40217,4458,6232
40218,4458,2738
40219,4458,7087
40220,4458,5422
40221,4458,6501
40222,4458,2524
40223,4458,3377
40224,2613,5988
40225,2613,5512
40226,6559,2269
40227,6559,7813
40228,6559,179
40229,6559,5512
40230,6069,5512
40231,6069,179
40232,6069,5138
40233,6069,2551
40234,2738,3279
40235,2738,5512
40236,2738,5512
40237,2738,395
40238,3279,2738
40239,3279,5512
40240,2613,288
40241,2613,5512
40242,4458,4124
40243,4458,7341
40244,4458,2086
40245,4458,603
40246,4458,2613
40247,4458,2837
40248,4458,9701
40249,4458,2454
40250,4458,2660
40251,4458,9420
40252,4458,3955
40253,4458,5512
40254,4458,179
40255,4458,3261
40256,4458,8283
40257,4458,6054
40258,4458,8268
40259,4458,9664
40260,4458,5639
40261,4458,7044
40262,4458,288
40263,4458,6232
40264,4458,2738
40265,4458,7087
40266,4458,5422
40267,4458,6501
40268,4458,2524
40269,4458,3377
40270,2738,735
40271,2738,5512
40272,2738,288
40273,2738,2613
40274,2738,7044
40275,2738,4162
40276,2738,6743
40277,2738,6982
40278,2738,2524
40279,2738,6232
40280,2738,7751
40281,2738,5512
40282,2738,3627
40283,6598,6982
40284,6598,7750
40285,6598,5512
40286,6598,3627
40287,1554,179
40288,1554,5512
40289,2738,3955
40290,2738,5512
40291,2738,3261
40292,3955,2738
40293,3955,5512
40294,3955,3261
40295,2738,5512
40296,2738,4012
40297,2738,395
40298,4458,4124
40299,4458,7341
40300,4458,2086
40301,4458,603
40302,4458,2613
40303,4458,2837
40304,4458,9701
40305,4458,2454
40306,4458,2660
40307,4458,9420
40308,4458,3955
40309,4458,5512
40310,4458,179
40311,4458,3261
40312,4458,8283
40313,4458,6054
40314,4458,8268
40315,4458,9664
40316,4458,5639
40317,4458,7044
40318,4458,288
40319,4458,6232
40320,4458,2738
40321,4458,7087
40322,4458,5422
40323,4458,6501
40324,4458,2524
40325,4458,3377
40326,1554,179
40327,1554,5512
40328,1554,2738
40329,2738,5512
40330,2738,4538
40331,2738,1457
40332,2738,7295
40333,6559,179
40334,6559,5512
40335,2738,5512
40336,2738,4012
40337,3607,6559
40338,3607,5512
40339,3607,9122
40340,3607,524
40341,3607,5932
40342,3607,6145
40343,5988,3607
40344,5988,6559
40345,5988,5512
40346,5988,9122
40347,5988,524
40348,5988,3436
40349,5988,4839
40350,2738,5512
40351,2738,3627
40352,3627,2738
40353,3627,5512
40354,3627,5988
40355,2738,5512
40356,2738,7087
40357,4458,4124
40358,4458,7341
40359,4458,2086
40360,4458,603
40361,4458,2613
40362,4458,2837
40363,4458,9701
40364,4458,2454
40365,4458,2660
40366,4458,9420
40367,4458,3955
40368,4458,5512
40369,4458,179
40370,4458,4458
40371,4458,3261
40372,4458,8283
40373,4458,6054
40374,4458,8268
40375,4458,9664
40376,4458,5639
40377,4458,7044
40378,4458,288
40379,4458,6232
40380,4458,2738
40381,4458,7087
40382,4458,5422
40383,4458,6501
40384,4458,2524
40385,4458,3377
40386,1554,5512
40387,1554,8822
40388,1554,6559
40389,5988,1554
40390,5988,5512
40391,5988,8822
40392,5988,6559
40393,2738,4012
40394,2738,5512
40395,2738,3955
40396,2738,2219
40397,2738,5512
40398,6172,5988
40399,6172,1075
40400,3607,5512
40401,3607,6559
40402,3607,5302
40403,3607,6145
40404,3607,9122
40405,2738,4753
40406,2738,1668
40407,2738,5512
40408,2738,3627
40409,4458,4124
40410,4458,7341
40411,4458,2086
40412,4458,603
40413,4458,2613
40414,4458,2837
40415,4458,9701
40416,4458,2454
40417,4458,2660
40418,4458,9420
40419,4458,3955
40420,4458,5512
40421,4458,179
40422,4458,3261
40423,4458,8283
40424,4458,6054
40425,4458,8268
40426,4458,9664
40427,4458,5639
40428,4458,7044
40429,4458,288
40430,4458,6232
40431,4458,2738
40432,4458,7087
40433,4458,5422
40434,4458,6501
40435,4458,2524
40436,4458,3377
40437,1032,5988
40438,1032,5512
40439,2611,5999
40440,2611,7588
40441,4458,4124
40442,4458,7341
40443,4458,2086
40444,4458,603
40445,4458,2613
40446,4458,2837
40447,4458,9701
40448,4458,2454
40449,4458,2660
40450,4458,9420
40451,4458,3955
40452,4458,5512
40453,4458,179
40454,4458,3261
40455,4458,8283
40456,4458,6054
40457,4458,8268
40458,4458,9664
40459,4458,5639
40460,4458,7044
40461,4458,288
40462,4458,6232
40463,4458,2738
40464,4458,7087
40465,4458,5422
40466,4458,6501
40467,4458,2524
40468,4458,3377
40469,540,7621
40470,540,1346
40471,540,2178
40472,540,909
40473,540,9260
40474,540,6990
40475,540,7333
40476,540,940
40477,540,9457
40478,540,9064
40479,540,3750
40480,540,9475
40481,540,8957
40482,540,5320
40483,540,3245
40484,540,8930
40485,540,5512
40486,540,6765
40487,540,5651
40488,540,6665
40489,540,379
40490,540,5343
40491,540,7298
40492,540,976
40493,540,385
40494,540,4806
40495,540,4366
40496,540,8255
40497,2738,4012
40498,2738,5512
40499,4458,4124
40500,4458,7341
40501,4458,2086
40502,4458,603
40503,4458,2613
40504,4458,2837
40505,4458,9701
40506,4458,2454
40507,4458,2660
40508,4458,9420
40509,4458,3955
40510,4458,5512
40511,4458,179
40512,4458,4458
40513,4458,3261
40514,4458,8283
40515,4458,6054
40516,4458,8268
40517,4458,9664
40518,4458,5639
40519,4458,7044
40520,4458,288
40521,4458,6232
40522,4458,2738
40523,4458,7087
40524,4458,5422
40525,4458,6501
40526,4458,2524
40527,4458,3377
40528,7902,6612
40529,7902,5512
40530,7902,9227
40531,2738,1934
40532,2738,5109
40533,2738,7927
40534,2738,8240
40535,2738,5512
40536,2738,5930
40537,2738,3955
40538,3607,5512
40539,3607,6145
40540,3607,6559
40541,3607,5302
40542,3607,5932
40543,3607,1393
40544,3607,524
40545,3607,2824
40546,1554,5512
40547,1554,179
40548,2738,5512
40549,2738,4012
40550,6919,5988
40551,6919,5512
40552,8174,5512
40553,8174,2562
40554,8174,3368
40555,8174,9005
40556,8174,2885
40557,3607,5302
40558,3607,6145
40559,3607,5512
40560,3607,6559
40561,3607,5980
40562,2738,5512
40563,2738,4012
40564,1554,5512
40565,1554,179
40566,1554,2738
40567,1554,179
40568,1554,5512
40569,1554,179
40570,1554,5512
40571,1554,5512
40572,1554,179
40573,2254,5988
40574,2254,5512
40575,2254,3955
40576,3607,5512
40577,3607,6559
40578,1554,7848
40579,1554,1075
40580,1554,5512
40581,1554,8213
40582,7848,1554
40583,7848,1075
40584,7848,5512
40585,7848,8213
40586,7849,5512
40587,7849,5988
40588,2738,4012
40589,2738,5512
40590,2738,4012
40591,2738,5512
40592,4458,4124
40593,4458,7341
40594,4458,2086
40595,4458,603
40596,4458,2613
40597,4458,2837
40598,4458,9701
40599,4458,2454
40600,4458,2660
40601,4458,9420
40602,4458,3955
40603,4458,5512
40604,4458,179
40605,4458,3261
40606,4458,8283
40607,4458,6054
40608,4458,8268
40609,4458,9664
40610,4458,5639
40611,4458,7044
40612,4458,288
40613,4458,6232
40614,4458,2738
40615,4458,7087
40616,4458,5422
40617,4458,6501
40618,4458,2524
40619,4458,3377
40620,7837,5988
40621,7837,5512
40622,7837,1455
40623,2738,5512
40624,2738,6232
40625,2738,2613
40626,2738,645
40627,2738,9315
40628,2738,2837
40629,2738,6749
40630,2738,3451
40631,2738,5512
40632,2738,645
40633,2738,6232
40634,2738,6749
40635,2738,9315
40636,2738,5930
40637,6232,2738
40638,6232,5512
40639,6232,645
40640,6232,6749
40641,6232,9315
40642,6232,5930
40643,2738,5512
40644,2738,6232
40645,2738,645
40646,2738,6749
40647,2738,5930
40648,2738,228
40649,2738,2672
40650,1554,5512
40651,1554,179
40652,4458,6648
40653,4458,4124
40654,4458,7341
40655,4458,2086
40656,4458,603
40657,4458,2613
40659,4458,5930
40660,4458,9701
40661,4458,2454
40662,4458,2660
40663,4458,9420
40664,4458,3955
40665,4458,5512
40666,4458,179
40667,4458,3261
40668,4458,8283
40669,4458,6054
40670,4458,8268
40671,4458,9664
40672,4458,5639
40673,4458,7044
40674,4458,288
40675,4458,6232
40676,4458,2738
40677,4458,7087
40678,4458,5422
40679,4458,6501
40680,4458,2524
40681,4458,3377
40682,8412,1327
40683,8412,179
40684,8412,5512
40685,2738,4012
40686,2738,5512
40687,2738,395
40688,1554,4017
40689,1554,8822
40690,1554,6559
40691,1554,1375
40692,1554,359
40693,1554,1720
40694,1554,2545
40695,1281,5512
40696,1281,179
40697,1281,9517
40698,1281,1339
40699,1281,3481
40700,1281,3296
40701,1281,2398
40702,1281,8872
40703,1281,2719
40704,1281,3607
40705,1281,2102
40706,1281,1772
40707,1281,3171
40708,1281,2028
40709,1281,1692
40710,1281,5272
40711,1281,524
40712,1281,9086
40713,1281,5483
40714,1281,7238
40715,1281,755
40716,1281,6696
40717,1281,3868
40718,3607,6145
40719,3607,5512
40720,3607,6559
40721,3607,5302
40722,4458,6648
40723,4458,4124
40724,4458,7341
40725,4458,2086
40726,4458,603
40727,4458,2613
40729,4458,5930
40730,4458,9701
40731,4458,2454
40732,4458,2660
40733,4458,9420
40734,4458,3955
40735,4458,5512
40736,4458,179
40737,4458,3261
40738,4458,8283
40739,4458,6054
40740,4458,8268
40741,4458,9664
40742,4458,5639
40743,4458,7044
40744,4458,288
40745,4458,6232
40746,4458,2738
40747,4458,7087
40748,4458,5422
40749,4458,6501
40750,4458,2524
40751,4458,3377
40752,6069,5988
40753,6069,5512
40754,8379,5512
40755,8379,6559
40756,2738,5512
40757,2738,7087
40758,1772,1281
40759,1772,5512
40760,1772,179
40761,1772,9517
40762,1772,1339
40763,1772,5086
40764,1772,6732
40765,1772,2398
40766,1772,8872
40767,1772,2719
40768,1772,3607
40769,1772,2102
40770,1772,3171
40771,1772,2028
40772,1772,1692
40773,1772,5272
40774,1772,524
40775,1772,9086
40776,1772,5483
40777,1772,7238
40778,1772,755
40779,1772,6696
40780,1772,3868
40781,2738,4012
40782,2738,5512
40783,2738,395
40784,3899,9622
40785,3899,6391
40786,2738,5512
40787,2738,4012
40788,4458,6648
40789,4458,4124
40790,4458,7341
40791,4458,2086
40792,4458,603
40793,4458,2613
40795,4458,5930
40796,4458,9701
40797,4458,2454
40798,4458,2660
40799,4458,9420
40800,4458,3955
40801,4458,5512
40802,4458,179
40803,4458,3261
40804,4458,8283
40805,4458,6054
40806,4458,8268
40807,4458,9664
40808,4458,5639
40809,4458,7044
40810,4458,288
40811,4458,6232
40812,4458,2738
40813,4458,7087
40814,4458,5422
40815,4458,6501
40816,4458,2524
40817,4458,3377
40818,4458,4124
40819,4458,7341
40820,4458,2086
40821,4458,603
40822,4458,2613
40823,4458,2837
40824,4458,6648
40825,4458,2454
40826,4458,2660
40827,4458,9420
40828,4458,3955
40829,4458,5512
40830,4458,179
40831,4458,4458
40832,4458,3261
40833,4458,8283
40834,4458,8268
40835,4458,7564
40836,4458,9664
40837,4458,5639
40838,4458,7044
40839,4458,288
40840,4458,2539
40841,4458,6232
40842,4458,2738
40843,4458,7087
40844,4458,5422
40845,4458,6501
40846,4458,2524
40847,4458,3377
40848,4996,5988
40849,4996,5512
40850,1554,5512
40851,1554,179
40852,1834,5512
40853,1834,395
40854,2738,5512
40855,2738,6559
40856,4458,4124
40857,4458,7341
40858,4458,2086
40859,4458,603
40860,4458,2613
40861,4458,2837
40862,4458,6648
40863,4458,2454
40864,4458,2660
40865,4458,9420
40866,4458,3955
40867,4458,5512
40868,4458,179
40869,4458,3261
40870,4458,8283
40871,4458,8268
40872,4458,7564
40873,4458,9664
40874,4458,5639
40875,4458,7044
40876,4458,288
40877,4458,2539
40878,4458,6232
40879,4458,2738
40880,4458,7087
40881,4458,5422
40882,4458,6501
40883,4458,2524
40884,4458,6982
40885,4458,3008
40886,4458,4124
40887,4458,7341
40888,4458,2086
40889,4458,603
40890,4458,2613
40891,4458,2837
40892,4458,6648
40893,4458,2454
40894,4458,2660
40895,4458,9420
40896,4458,3955
40897,4458,5512
40898,4458,179
40899,4458,3261
40900,4458,8283
40901,4458,8268
40902,4458,7564
40903,4458,9664
40904,4458,5639
40905,4458,7044
40906,4458,288
40907,4458,2539
40908,4458,6232
40909,4458,2738
40910,4458,7087
40911,4458,5422
40912,4458,6501
40913,4458,2524
40914,4458,6982
40915,4458,3008
40916,8359,7512
40917,8359,5512
40918,1554,5512
40919,1554,5988
40920,1554,2738
40921,5761,5512
40922,5761,1658
40923,3607,5512
40924,3607,6145
40925,3607,6559
40926,3607,5302
40927,540,179
40928,540,5512
40929,8379,1621
40930,8379,852
40931,8379,4440
40932,8379,4768
40933,8379,7274
40934,8379,3586
40935,8379,9363
40936,8379,9517
40937,8379,6599
40938,8379,6732
40939,8379,339
40940,8379,395
40941,8379,5593
40942,8379,6559
40943,8379,5512
40944,8379,6857
40945,8379,2947
40946,8379,6891
40947,8379,6158
40948,8379,8379
40949,6598,5512
40950,6598,2100
40951,6598,8041
40952,2254,5988
40953,2254,5512
40954,2254,2738
40955,5408,5512
40956,5408,2738
40957,5408,395
40958,5408,1554
40959,1554,5512
40960,1554,4277
40961,9160,7588
40962,9160,3270
40963,9160,7942
40964,9160,8382
40965,9160,4022
40966,9160,8660
40967,9160,5816
40969,9160,1397
40970,1554,5512
40971,1554,179
40972,2254,2613
40973,2254,5512
40974,2254,288
40975,2254,9664
40976,2613,5512
40977,2613,288
40978,2613,2254
40979,4458,4124
40980,4458,7341
40981,4458,2086
40982,4458,603
40983,4458,2613
40984,4458,2837
40985,4458,6648
40986,4458,2454
40987,4458,2660
40988,4458,9420
40989,4458,3955
40990,4458,5512
40991,4458,179
40992,4458,4458
40993,4458,3261
40994,4458,8283
40995,4458,8268
40996,4458,7564
40997,4458,9664
40998,4458,5639
40999,4458,7044
41000,4458,288
41001,4458,2539
41002,4458,6232
41003,4458,2738
41004,4458,7087
41005,4458,5422
41006,4458,6501
41007,4458,2524
41008,4458,3377
41009,4458,7295
41010,4458,4124
41011,4458,7341
41012,4458,2086
41013,4458,603
41014,4458,2613
41016,4458,5930
41017,4458,6648
41018,4458,2454
41019,4458,2660
41020,4458,9420
41021,4458,3955
41022,4458,5512
41023,4458,179
41024,4458,4458
41025,4458,3261
41026,4458,8283
41027,4458,8268
41028,4458,7564
41029,4458,9664
41030,4458,5639
41031,4458,7044
41032,4458,288
41033,4458,2539
41034,4458,6232
41035,4458,2738
41036,4458,7087
41037,4458,5422
41038,4458,6501
41039,4458,2524
41040,4458,3377
41041,6069,5988
41042,6069,5512
41043,4458,7295
41044,4458,4124
41045,4458,7341
41046,4458,2086
41047,4458,603
41048,4458,2613
41050,4458,5930
41051,4458,6648
41052,4458,2454
41053,4458,2660
41054,4458,9420
41055,4458,3955
41056,4458,5512
41057,4458,179
41058,4458,3261
41059,4458,8283
41060,4458,8268
41061,4458,7564
41062,4458,9664
41063,4458,5639
41064,4458,7044
41065,4458,288
41066,4458,2539
41067,4458,6232
41068,4458,2738
41069,4458,7087
41070,4458,5422
41071,4458,6501
41072,4458,2524
41073,4458,6982
41074,4458,3008
41075,4458,7295
41076,4458,4124
41077,4458,7341
41078,4458,2086
41079,4458,603
41080,4458,2613
41082,4458,5930
41083,4458,6648
41084,4458,2454
41085,4458,2660
41086,4458,9420
41087,4458,3955
41088,4458,5512
41089,4458,179
41090,4458,3261
41091,4458,8283
41092,4458,8268
41093,4458,7564
41094,4458,9664
41095,4458,5639
41096,4458,7044
41097,4458,288
41098,4458,2539
41099,4458,6232
41100,4458,2738
41101,4458,7087
41102,4458,5422
41103,4458,6501
41104,4458,2524
41105,4458,6982
41106,4458,3008
41107,7463,9160
41108,7463,7588
41109,5408,5408
41110,5408,5512
41111,5408,395
41112,4458,7295
41113,4458,4124
41114,4458,7341
41115,4458,2086
41116,4458,603
41117,4458,2613
41119,4458,5930
41120,4458,6648
41121,4458,2454
41122,4458,2660
41123,4458,9420
41124,4458,3955
41125,4458,5512
41126,4458,179
41127,4458,4458
41128,4458,3261
41129,4458,8283
41130,4458,8268
41131,4458,7564
41132,4458,9664
41133,4458,5639
41134,4458,7044
41135,4458,288
41136,4458,2539
41137,4458,6232
41138,4458,2738
41139,4458,7087
41140,4458,5422
41141,4458,6501
41142,4458,2524
41143,4458,3377
41144,2738,4458
41145,2738,7295
41146,2738,4124
41147,2738,7341
41148,2738,2086
41149,2738,2654
41150,2738,2613
41151,2738,5930
41152,2738,6648
41153,2738,2454
41154,2738,2660
41155,2738,9420
41156,2738,3955
41157,2738,5512
41158,2738,179
41159,2738,3261
41160,2738,8283
41161,2738,8268
41162,2738,7564
41163,2738,9664
41164,2738,5639
41165,2738,7044
41166,2738,288
41167,2738,2539
41168,2738,6232
41169,2738,7087
41170,2738,5422
41171,2738,6501
41172,2738,2524
41173,2738,3377
41174,5988,5408
41175,5988,5512
41176,5988,395
41177,1554,5512
41178,1554,179
41179,5408,5988
41180,5408,5512
41181,5408,395
41182,1330,1075
41183,1330,7848
41184,1330,5512
41185,8359,395
41186,8359,5512
41187,7902,6612
41188,7902,817
41189,7902,5512
41190,7902,2646
41191,413,3925
41192,413,8269
41193,8359,5512
41194,8359,395
41195,395,5512
41196,395,7512
41197,1185,5512
41198,1185,5988
41199,1554,5512
41200,1554,6559
41201,1554,7813
41202,1554,5988
41203,1554,5761
41204,1554,2738
41205,6559,1554
41206,6559,5512
41207,6559,7813
41208,6559,5988
41209,6559,5761
41210,6559,2738
41211,6559,5988
41212,6559,5512
41213,6559,2738
41214,540,5988
41215,540,5512
41216,413,3925
41217,413,8269
41218,413,3925
41219,413,8269
41220,413,3925
41221,413,8269
41222,2939,5512
41223,2939,5512
41224,2738,5512
41225,2738,395
41226,395,2738
41227,395,5512
41228,2738,395
41229,2738,6610
41230,2738,566
41231,2738,5512
41232,2738,5512
41233,2738,395
41234,2738,5512
41235,2738,395
41236,395,893
41237,395,1378
41238,395,8314
41239,395,5512
41240,395,893
41241,395,1378
41242,395,8314
41243,395,5512
41244,7902,179
41245,7902,5512
41246,413,3925
41247,413,8269
41248,413,3925
41249,413,8269
41250,2254,5512
41251,2254,179
41252,2254,5988
41253,2254,2738
41254,5527,5988
41255,5527,5512
41256,5527,7902
41257,413,3925
41258,413,8269
41259,7813,5988
41260,7813,5512
41261,7813,395
41262,7813,179
41263,8379,6559
41264,8379,5512
41265,6559,8379
41266,6559,5512
41267,1554,502
41268,1554,5097
41269,1554,8866
41270,1554,8187
41271,1554,7750
41272,1554,5780
41273,1554,5512
41274,1554,179
41275,1554,2738
41276,1554,7086
41277,6896,5512
41278,6896,395
41279,5512,4806
41280,5512,4366
41281,1684,395
41282,1684,5512
41283,1684,5512
41284,1684,395
41285,4010,2003
41286,4010,7317
41287,4010,5512
41288,4010,7335
41289,4010,6559
41290,7317,5512
41291,7317,6559
41292,7317,6559
41293,7317,7317
41294,7317,5512
41295,7317,6559
